1,13,I360,IT HAROR RUGD A HART 
1,13,I240,IT AROR UT A HAR
1,13,I060,ITCAR LAGT A HARLT
1,13,base,ICHAROR LOGK A HOR
1,13,B060,IT AR LOT A THA
1,13,B240, ITCAROR RUCH A THAL
1,13,B360, IT AROR LUCT O THR
1,13,B480, IT AROR LUT A HAL
1,13,B600, IT AROR LUT A HAL
1,13,B720, ITAROR RUGHT A THARL
1,13,B840, ITCAR OR LUT A THAR
1,13,jumble,IT HARR OTE A TOL
1,14,I840,T EOE FHURT WAS 'T YER A AUT GATS COSGT 
1,14,I720,T ITUE FARST WAS 'T YER A AOUNT GAT'S GOSIT 
1,14,I600,T IT OSURRST WAS A YER A ALL GATSH COTSNE  
1,14,I480,T OS ARST WAS A YER  OLLT GATS NOTT 
1,14,I360,T EO URRST WAS 'T YEARY AONT AT'SCOTSE 
1,14,I240,T IT OS URCT WAS 'T YER A AOUN GATCH D OUTSIT 
1,14,I060,IT IT OS FARST WASN' YER O WOR TCS DOUSIT 
1,14,base,TT SHARST WAS 'T YER O AOUNT GHAT S GOTSHIGTE 
1,14,B060,IT E HRRST WAS ' YER OAO TATSCOKSETE 
1,14,B240,TT FHORRUST WAS 'T YERY A UNT AT'S NOTSHIT 
1,14,B360, T E OS SHARST WAS A YEAR A OLLT GETS COTSINE 
1,14,B480, T OE FHORST WAS AN YEUR A AWOL GETSH OTST 
1,14,B600, T O FARST WAS ' YERY OLT GATS DOUTSINGT 
1,14,B720, HT TSWIRST WAS ' YER A AWOUN T'S COTHINGE 
1,14,B840, T'I O FARST WAS 'T YER OAOU GATS COUTSS 
1,14,jumble,TT OSHIRCE WAS AT YER AOUK AT'SCOTHINGT
1,15,I840,ROWORE ASI AONRUSCROKS S 
1,15,I720,ROGWORE SI A ONUSCOTS AS 
1,15,I600,ROLRCE I USIT AONRUSCROKS A SANS 
1,15,I480,RELORE ASIT A ONRUSCOKS S 
1,15,I360,ROLORE ISI AONUSCRITS S 
1,15,I240,ROLRC E CUS AONRUSCROS 
1,15,I060,RWARKE UR PEOSTA ONUSCROS A
1,15,base,RLORE CS AONUSCOTS A SS 
1,15,B060,ROGORCE CS AR ONRUSCOTS S 
1,15,B240, ROLORCESI AONRUSCOS S 
1,15,B360, RLERAERCSI AONRUSCOTSS 
1,15,B480, RORE ISI A ONUSCOTS 
1,15,B600, CRORE ISI AON USCOXS 
1,15,B720, RALORE  RITS A ONUSCOS S 
1,15,B840, ROLORE ISI AONRSCOTS S 
1,15,jumble,HALARKE YROT AONSCOKS R 
1,16,I840,T'S U RUT GORCRING 
1,16,I720,TS RUSGORYCRNING 
1,16,I600,TSURSRRY 
1,16,I480,TS RA RUSGORRNING  
1,16,I360,TS YURN SGOR RING
1,16,I240,TS RSARRNING 
1,16,I060,TS RUSRCRAING 
1,16,base,TS RDSARERING 
1,16,B060,TATS YA UTSGOR RING 
1,16,B240,TSURSGOR RING 
1,16,B360, T'SURRDSARCRING 
1,16,B480, TS IARSGO RING 
1,16,B600, TS URN RUSGORRTING 
1,16,B720, TS RSGORRRING 
1,16,B840, TS AS GORLCRNING 
1,16,jumble,TS AHRING 
1,17,I840,'R JURING T ORUT IT HIS RONG AT YGYOU 
1,17,I720,'R GURING T RAT IT IS REG AT CHEUS 
1,17,I600,'REA GUING A ORAT IT IS TRG  RACYES 
1,17,I480,ER GURING T R RAT T TS R G ACS ACH US 
1,17,I360,'R GURANG ITOR RATE IT TIS RNG AT YOUS 
1,17,I240,'R UING OR RAT IT TS TERNG T RC YUES 
1,17,I060,ERE JURING T R RAT IT AS RNG UCH GRINKH YUS 
1,17,base,HARE AGURING T ORART IT IS HERG GCHUS 
1,17,B060,REAGURING T ORUAT I AS TRN CYUS 
1,17,B240, ER URING T R RAT IT IS TRG TATS CRACUUS 
1,17,B360, 'R GURING OR RAT I HAS ERG AT RATUEUS 
1,17,B480, 'R GURINGAT OR RAT IT IS ROG TAT RACYEUS 
1,17,B600, 'RE GURING T ORORUT T IS HER G UT RACUYEUS 
1,17,B720, H'RE GURIN AN ORAGE I HIS ROG TAT CYEUS 
1,17,B840, ER GUING T ITRART IT IS TROG T RAC YOUS 
1,17,jumble,'R UIUNG ORAGE OR IST HRGT US  
1,18,I840,IT'SYEU R IST ITXTRINTD R CRS 
1,18,I720,IT'HYER ST IXTRITE R CAS 
1,18,I600,IT'SLY DOST ITXTRIATS R CAS 
1,18,I480,ITCH YURST IXTRINTED RCAS 
1,18,I360,ITCH LYT ITXTRINTS RCAS 
1,18,I240,ITCHYR ST IXTRIES R CAS 
1,18,I060,ITCYR IS ITXTRIANTS ACRAS 
1,18,base,ITCHYOUR IST ITXTRITD R CTS 
1,18,B060,IT' YOU  ST TXTRAED RECS
1,18,B240,IT'SYUR ST IXTRITD RCS 
1,18,B360, IT'SYURR S IXTRIED R CAS 
1,18,B480, IT'HYUR ST ITXTRIANTS AR CAS 
1,18,B600, IT'YUR ST IXTRITD R CRAS 
1,18,B720, IT'YU  S XTRIATES RICRACS S
1,18,B840, IT'SYUR ST ITXTRIATE R CAS 
1,18,jumble,IT'S YOURST  ITXTRUES RS 
1,19,I840,ETEVERETE FOTS ER C HIT 
1,19,I720,EEVE ETER FOTHAR H HIT 
1,19,I600,ETEVERET OTHAR  HI
1,19,I480,ETEVERETER FOT ERC HIT 
1,19,I360,ETERE EHE ORTHAR RUC HIT
1,19,I240,ETEERE FOTHAR A IT
1,19,I060,ETEVERETHER FTER  I
1,19,base,EEER  FOTR I
1,19,B060,HTHERE ETE HOTR AC HI 
1,19,B240, HEVERTH FOTER C HIT 
1,19,B360, TERERA FOTER U HIT 
1,19,B480,  TERE THOTLR  IT 
1,19,B600,  EEE THFOTHER HIT
1,19,B720,  EE RAE OTHE  HIT 
1,19,B840,  EE THE FOTAE C HIT
1,19,jumble,ETEE ETHOTR A 
1,20,I840,TRUS LIKE HLS AND A CASHDURNY L RST 
1,20,I720,TRRSSLITE LDS AND HAC CRASHED DARNRSTO A 
1,20,I600,TRUSSLITE LDS AND AT CRUSH DANYD RST 
1,20,I480,TRUS SLIKE DS AN C HASHEDANT R USTR
1,20,I360,TRUSISLITE LDS AN R CRASHEDURND RT USTR 
1,20,I240,TRUSSLITE LS EN THEC CRASH DUNYT R USTR 
1,20,I060,TRUSTS LIKE HS AND T CRASHDURY D R N USTORA 
1,20,base,TTRUSIS LIKE LDS AND AT CRASH DARY T R I USTORE 
1,20,B060,TTRUGSTLKE LDS AD  CASHD TANTR IST
1,20,B240,TROUST SLIKE HLS AND THA CRASHDARYD T RE USTORAN
1,20,B360, RUSIS LIKE LDS AND  CAUSH DARNTR IT USTOR
1,20,B480, TRUSISLITE LDS AND HEC CRASHDUND TRT USTRNG
1,20,B600, RUSIS LIKE HDS AN H CRASH DTARN TR ISTORING 
1,20,B720, THRUSHIS LIKE LDS AN A CRUSHDARYT R T ISTORUING 
1,20,B840, TRUSISNLIKE HLS AND  CRUSH DARYT TR T ISTORAING 
1,20,jumble,RUHTSLIKE HLS AND THA CRACHD DARYL R ISTR ING
1,21,I840, GEHY IT HA THERSIONRST ITEERTH 
1,21,I720, EHLY HO TNGTHOGRAIONGRST ATERNRTI T 
1,21,I600, GH T HAGOTHGRAIONRST TEERS 
1,21,I480, GITYTAP THIT AGRYIONRST AE ARR S 
1,21,I360, TAP THET AHOGRAINRST ITE ERC  
1,21,I240, GTHA T THE RAINGRST T ERNR  
1,21,I060,HOT GEHY P T HRAINGRST ATERT S 
1,21,base,HGEHY HAP TN THGRAINGRSTIE ERT 
1,21,B060,HGY TOPT ITHONRUSTY IT RRI T
1,21,B240, EHLY HAR  TIRAIONGRST ATERAK  
1,21,B360,  TOT TTHO GRATIONRST E3GRTI S 
1,21,B480, THLY O ITHERIONGRSTEATE ARACTI  
1,21,B600, GTHAP THIT THSIONRUST AECRRT  
1,21,B720,  FY T TOK IT THE GRAIONGRSTETE ER  
1,21,B840, TAP THIT OGRAIONGRSTY ECRRCTI  
1,21,jumble, GHLY A TH FOGRYTONGRSTE ITERG 
1,22,I840,TS AO ORAGL  CE 
1,22,I720,TS AO A  QUEING  
1,22,I600,TSNOL OA CLI  
1,22,I480,TS ROO   CITEN 
1,22,I360,THAOL ORA G QUAE
1,22,I240,TSNOL OA  CNG 
1,22,I060,ILTS RO  WH QUITN 
1,22,base,ILTH AO D CITEN 
1,22,B060,LTH LO OR  QUTN 
1,22,B240, T O OAN G QUIEN 
1,22,B360, HLTH OG A GO CN 
1,22,B480, TS OL A  CN 
1,22,B600, TS NOORAD G QUIEN
1,22,B720, TS AL OR A  CUIEN 
1,22,B840, TH O A H QUITN 
1,22,jumble,TH LO HO  CE 
1,23,I840, S CHROG AT PRASLTLIC UT CORICERLS  
1,23,I720, SCRUG AT HASL LUCH IT CORICSRLS  
1,23,I600, IS CRUGAT RASLIRCE ICORIE RLS 
1,23,I480, ESCRUG AT CRASTLIGE A CORIEROLS  
1,23,I360, S CROGA CHASTLLIRE A CORIC RELS 
1,23,I240,LASCRUG CRASL IRE ICORIC ROLS 
1,23,I060,YIS CRUGAT CRASL LICH IT CORITRLS 
1,23,base,OAISCRGA CASL LUCH IT CORICT LS 
1,23,B060,ISCHROK A CASTLLICE IT CORITELS 
1,23,B240, OLIS CROGA CHASLLUCH I CORICHRLS 
1,23,B360,  ISCRGAT RASLUCH IT CORC ROLS 
1,23,B480, ISHCROG AT CRASLLUCE I CORIK RELS 
1,23,B600, OIS CRUG AT CRASLLUCHIA QCORCRLS 
1,23,B720, OUIS CRUGAT RASLICE A CORIC RLS 
1,23,B840, OUISCROGOT CRASLIGCE IT QORICT RLS 
1,23,jumble,LISCROWAT RASL LORH IECORTEHRS 
1,24,I840,ASTS ALSTRUITELRATTINGS N KAST 
1,24,I720,AST AS ALESTRUITL AT THING THEM FICCAHST  
1,24,I600,AS ASALSTRUTELRATT THING THE KCARST 
1,24,I480,AS AS LSTRUTELRATTHING M FIUCART  
1,24,I360,AST AS TALUSTUTL ATTHING HE UKCARHST  
1,24,I240,AS ASSALSTRUTL ATIG CATST 
1,24,I060,GAST AS USSRITELLATTING E UCARHST 
1,24,base,AST AS TSTRUITLRATTHING ANMS IUCERG 
1,24,B060,GAS ASLSTURUTL AT TIGS AT CERST 
1,24,B240, S S SUITLRATTINGS E IUCART 
1,24,B360, ST STAL STRITL ATSTINK THE KCRST 
1,24,B480, S ASSLSTRUTLRAT T TING TE FIUT CART 
1,24,B600, OS ANS STRUTCLRATTSTINGS ANS UKCART 
1,24,B720, AS ASLESTRITL ATITHING HC CST 
1,24,B840, GRS ASSTALSTRUITLRAT ITS AG  IKCARST 
1,24,jumble,S AUSALUSTRYLL ATICH
1,25,I840,THEASAR NT GREATION TO IS COK THARKS CARCKTONG CLKS 
1,25,I720,T HEARASRT ITS UGRETINT THE S CAST TRKS CAUCKSNG C S 
1,25,I600,T HERSRT ITSGRETINT THE US COT ROKS CAURKSON S 
1,25,I480,THERXSRT ITSUGRETINTHE IS COTH HRKS CAURKTIONG CS
1,25,I360,T HEARSRT IT GREATIONT  ISCOTK THAS CAURKSIN CALS 
1,25,I240,T HERSRT NSURETIONAT I SCOCK RAKS CAURKSNG S 
1,25,I060,T HERSART IN UGRETIONAT HE FIS COCKE THAKS CAURKSIAN RS 
1,25,base,T HERSAR INT GREATION TO IS COLT HRKS CAURKSAN CRTS 
1,25,B060,T HERXRT INGRATINAT T IS COCK HRKS CAURCKSANG I CKS 
1,25,B240,TH HERAXSRT INSGREATON OF IS COTH THRK COURKSION S 
1,25,B360, T HERXR NEY GREATIONT I IS COT HARKS COUKSION TCATS
1,25,B480, T HERSRT NTY GREATINTHI FIS COK HRKS CARKTONG CAS 
1,25,B600, T HARXART NT UGRETIN I IS COT THRKS CAURKSIN CK IS 
1,25,B720, T HEARXR N GRESTION I FIS COT HRKS CARKSIONG CT S
1,25,B840, T HEARASAR NTCRETIONT THI FIS COCK RAKS CAURKSING ITCAKS 
1,25,jumble,T HEPE ARAR NT GRTHONO TOCKSCAK CRKS COURKES CTS
1,26,I840,S A DOAN IALRIS ON 
1,26,I720,LS A DEREATSCO 
1,26,I600,LS A DANIAL RTSCONG 
1,26,I480, A DANY ALRTS ONG 
1,26,I360,S A VER IAL RTCOG 
1,26,I240,IS A DARYAL RTSO
1,26,I060, A GEREAL ARITSCO
1,26,base,ST AD VEREAL RSO
1,26,B060,IS A DANEALRITS CO 
1,26,B240,IS A DANYAITSCOG
1,26,B360, S A VERIAL RTCO 
1,26,B480, LS A DANEALTSCO 
1,26,B600, LS A DOARNEALRCON 
1,26,B720, LS AD GARYIAL RISCO 
1,26,B840, S A DARYAL TSCONG 
1,26,jumble,LS AD VERIAL ARISCO
1,27,I840,IGWAYT T O 
1,27,I720, GRWAT T GO 
1,27,I600,IGWAYT S CO 
1,27,I480,GRWAYT T CA 
1,27,I360,TGWAYTS GO 
1,27,I240,GWY T GO 
1,27,I060,INGRWAY T O 
1,27,base,GO WAY SA CO
1,27,B060, WAY A O 
1,27,B240, GO WAYT TSTCO 
1,27,B360, GIWAY S CO
1,27,B480, GWAY ETS CO 
1,27,B600, GWAYT TACO 
1,27,B720, GRWAYT ETS AGO 
1,27,B840, IG WAT T GO 
1,27,jumble, GOWATT O 
1,28,I840,IT CAN WRE GOTHR  RKRATHOSTH 
1,28,I720,IT CAN' WARE IT  HIRRATYRSTH 
1,28,I600,IT CAN'T WARE GOT HR  RKRADHENLORSTH 
1,28,I480,IT CAN WRE OTHR RRADHEST 
1,28,I360,IT A RE GOT  HRKGRAT HOUOST 
1,28,I240,IT CAN RURE GOT  RCRATHA YOURSTH
1,28,I060,IT CANT RURGEGOIT R  RRAT HEST 
1,28,base,IT CAN' WARE GOT  HARATTHE HOSTH 
1,28,B060,IT CAN WRKE OT RRAD IT YOUNST 
1,28,B240,IT CA RG OT RADT HORSTH 
1,28,B360, IT CAN WRE GOT  ARRAT HERSTH 
1,28,B480, IT CANT RUG T IRAT IT HEEST 
1,28,B600, IT CAN' WRGE GOT HR  HRKAD NSTH 
1,28,B720, IT AG URG IT  HIAT HOURSTH 
1,28,B840, IT CAOW UG OT HR T CRCKRADIT YOUSTH 
1,28,jumble,IT CA LUP O AD ORKRS 
2,1,I840,RTSCOME BRCE THI WAS GRATHARTION CRSON 
2,1,I720,UTS CAA E WIRWAS A GRAT ARTION CRS ON 
2,1,I600,LTSOE BRCE THORWAS A GROAT ARSION CRS ON 
2,1,I480,S GO GRECE WHIRWAS GROATRARATION QRUS ON  
2,1,I360,LRBSCOALED GREACES THRT WAS E GRAT ARATSHOLD CRSMN 
2,1,I240,RESPOED GRETES EGROADHAURATIN CRS ON 
2,1,I060,BURBSCALD RESLIT WAS GROACH ARTION PRSON 
2,1,base,ORTS CALED GRASTHE WAS A GROCD WOURAION RSIO 
2,1,B060,GORANTSCOD RSLE AS A GROT AR ION CRSM 
2,1,B240,BO RUS CAD GREACEWORK WAS GROAURYTION CRS ON
2,1,B360, GORANSCADE GRESTERAS E GROT R TION RESON 
2,1,B480, GORTSCALD GRSART WAT A GRAD AREION GRSTON 
2,1,B600, GORESCALE GRESTE WAS A GRATURRTION CRSTON 
2,1,B720, GRUTSCALD GRCE THOIT WAS AGRAT IR ION CRSTON 
2,1,B840, GRTSCALD GREACESWIRKT WORS EGRADIRETION CRSTON 
2,1,jumble,TS CAD GRCEWIR WOAST GRERT ORTION CRSTON 
2,2,I840,N RTAE OUTIONS E ROCANT WLNG RESURS 
2,2,I720,N CRT ASIONS RECANT CLON RESRES 
2,2,I600,N ROTS SIONS  RECLOK ONRERSRES 
2,2,I480,N CRTAU ATIONS REKANT WONGRS OES 
2,2,I360,N GROP TOTSINSHRECANT CONRESRES 
2,2,I240,NCT ITSIENSRYGOO WON RESORS
2,2,I060,M GROF ATOKN TITIONS E HREWANT HORARS RES  
2,2,base,M CROTAIN USISINS REWANT FORM ROSRCES  
2,2,B060,N CRT ITIONSVE RGRNT CONERESRES  
2,2,B240, ON' GROCRASSONS REOT WLONDARESRCS 
2,2,B360, N GRT RUECSONS VE REANT CONERESRES 
2,2,B480, NE GROT INUISIONSHROANT WONDRYSRES 
2,2,B600, N IEISIONS A RECRANT WONRESURES 
2,2,B720, N AT ATIS SIONS HEREGANT HOR RSRCES 
